month,year_month,month_dt,year,month_num,tone_month_has_articles,n_articles_tone_indicators,tone_positive_terms_total,tone_negative_terms_total,tone_positive_terms_per_1000_mean,tone_negative_terms_per_1000_mean,tone_net_score_per_1000_mean,tone_negative_share_mean,share_articles_negative_tone,share_articles_positive_tone,share_articles_neutral_tone
2025-03,2025-03,2025-03-01,2025,3,True,81,213,277,3.995594570506262,5.0105505775937305,-1.0149560070874686,0.5147044646227653,0.43209876543209874,0.38271604938271603,0.18518518518518517
2025-04,2025-04,2025-04-01,2025,4,True,66,141,254,2.972455435698687,4.699722141568422,-1.7272667058697353,0.5558461616107329,0.5,0.3181818181818182,0.18181818181818182
2025-05,2025-05,2025-05-01,2025,5,True,45,107,175,2.979379422681205,3.8207596923390863,-0.8413802696578815,0.5946742470049778,0.4888888888888889,0.24444444444444444,0.26666666666666666
2025-06,2025-06,2025-06-01,2025,6,True,44,82,192,2.434916780141329,5.176520926612185,-2.7416041464708565,0.675998458612095,0.6590909090909091,0.18181818181818182,0.1590909090909091
2025-07,2025-07,2025-07-01,2025,7,True,73,253,227,4.08173662694923,4.004018500812272,0.07771812613695772,0.5139524469368703,0.3835616438356164,0.3835616438356164,0.2328767123287671
2025-08,2025-08,2025-08-01,2025,8,True,72,147,226,2.412096899193979,4.08328723183001,-1.671190332636031,0.5942971240862108,0.4444444444444444,0.2777777777777778,0.2777777777777778
2025-09,2025-09,2025-09-01,2025,9,True,76,227,254,4.028360466971443,4.5420423626286235,-0.5136818956571808,0.5254385987010549,0.4342105263157895,0.34210526315789475,0.2236842105263158
2025-10,2025-10,2025-10-01,2025,10,True,72,134,237,2.3940751912355736,4.646976357129722,-2.2529011658941482,0.601818580897332,0.5416666666666666,0.2916666666666667,0.16666666666666666
2025-11,2025-11,2025-11-01,2025,11,True,73,217,235,4.273648839913527,4.094845149570956,0.1788036903425708,0.489919988809737,0.410958904109589,0.4794520547945205,0.1095890410958904
2025-12,2025-12,2025-12-01,2025,12,True,88,178,246,3.023820591145832,3.824516133649212,-0.8006955425033809,0.5315986601977314,0.5,0.26136363636363635,0.23863636363636365
